Global_Sales,Critic_Score,User_Score
high,78,6.7
high,79,8.5
high,83,8.8
high,77,8.2
high,69,7.4
high,84,5.3
high,84,7.8
high,75,7.6
high,82,4.3
high,70,1.8
high,78,7.8
high,81,8.2
high,86,7.9
high,65,8.2
high,83,8
high,75,6.4
high,78,9
high,77,7.6
high,90,8.9
high,74,8.8
high,63,7
high,86,8
high,78,8.7
high,73,6.1
high,66,8.7
high,81,8.8
high,60,7.6
high,86,8.7
high,78,7.6
high,70,8.2
high,73,5.9
high,80,6.9
high,74,7.1
high,75,4.4
high,60,7.5
high,75,8.2
high,80,8.3
high,79,8.5
high,45,7.8
high,80,8.1
high,87,8.2
high,83,7.5
high,72,4.6
high,84,8.1
high,57,7
high,57,7.3
high,73,8.6
high,71,6.3
high,48,6.4
high,74,5.8
high,85,5.3
high,34,5.3
high,83,8
high,76,5.4
high,74,7
high,78,8.4
high,65,6.9
high,75,7.8
high,87,7.1
high,84,7.7
high,76,5
high,83,8.3
high,82,8.2
high,64,7.3
high,72,7.2
high,53,6
high,69,7.3
high,55,3.1
high,65,7
high,81,7.7
high,85,8.1
high,74,8.5
high,79,8.1
high,86,7.4
high,57,6.3
high,68,7.8
high,88,8.9
high,73,8.2
high,85,7.7
high,81,8.4
high,72,6.3
high,87,8.2
high,48,3.8
high,71,7.4
high,81,8.6
high,57,7.1
high,81,7.3
high,53,6.3
high,78,8.5
high,52,4.9
high,70,6.5
high,70,6.6
high,38,5
high,69,7.5
high,84,8.7
high,77,8.4
high,81,8.4
high,45,3
high,46,5.9
high,57,7.2
high,79,8.2
high,66,6.7
high,56,4.7
high,94,8.7
high,52,6.8
high,85,8
high,91,8.2
high,63,8
high,65,6.9
high,52,3.3
high,81,8.8
high,39,7.6
high,87,7.6
high,51,4.9
high,71,7.8
high,60,6
high,67,8.4
high,81,7.9
high,76,8.9
high,89,8.4
high,55,5.8
high,95,7.3
high,81,7.8
high,58,6
high,60,7
high,86,7.8
high,72,6
high,72,5.2
high,81,6.7
high,69,6.5
high,78,7.4
high,82,7.2
high,83,7.8
high,75,7.9
high,62,7.6
high,81,7.9
high,76,9
high,69,7.1
high,59,6.5
high,80,6.9
high,54,7.1
high,76,5.7
high,79,7.7
high,63,7.9
high,67,7.2
high,70,8.8
high,69,6.5
high,91,7.9
high,79,6.8
high,84,7.4
high,74,7.2
high,60,7.1
high,85,8.1
high,77,6.7
high,83,8.2
high,79,8.2
high,87,7.8
high,82,8
high,49,6.3
high,72,8.3
high,74,7.3
high,72,8
high,55,6.9
high,79,6.6
high,55,4.8
high,76,8.9
high,78,7.7
high,76,8
high,79,6.3
high,80,8.7
high,86,7.7
high,72,5.8
high,88,7.7
high,79,6.9
high,84,8.7
high,71,7
high,86,9
high,75,6.6
high,80,7.1
high,74,7.1
high,64,8.7
high,65,7
high,73,7.5
high,74,7.9
high,65,5.2
high,68,6.6
high,74,6.7
high,73,8.9
high,55,7
high,79,6
high,79,7.1
high,83,8.1
high,83,7.7
high,72,8.4
high,86,8.2
high,77,7.2
high,90,8.1
high,74,6.4
high,75,5.4
high,82,8.6
high,84,7.1
high,66,8.5
high,91,8.3
high,75,6.6
high,81,8.2
high,87,7.1
high,79,8.1
high,92,8.3
high,86,8.4
high,60,7.2
high,93,9
high,39,7
high,66,4
high,85,8.8
high,49,6.2
high,75,6.8
high,68,6.5
high,77,7.4
high,73,7.8
high,59,7.3
high,83,7.7
high,77,7.9
high,82,6.4
high,65,5.9
high,50,5.5
high,67,6.9
high,81,7.8
high,86,7.1
high,58,5.9
high,78,8.4
high,73,8.3
high,79,8.1
high,84,8.2
high,89,8.6
high,68,7
high,78,7.5
high,86,7
high,92,9
high,66,6.6
high,65,7.6
high,66,6.4
high,58,8.1
high,85,8.7
high,90,8.8
high,43,3.3
high,80,7.6
high,73,7.5
high,65,7.4
high,65,7.5
high,70,6.8
high,89,7.4
high,77,8.6
high,40,4.4
high,68,8.1
high,62,4.9
high,76,7.4
high,75,5.8
high,50,3.3
high,75,7.6
high,82,7.7
high,78,8.7
high,63,9
high,81,7.3
high,68,6.4
high,89,8.8
high,70,7.1
high,66,6.9
high,89,8
high,85,8.8
high,67,7.1
high,85,8.5
high,82,8.6
high,82,8.4
high,42,6.2
high,80,7.5
high,85,8.7
high,76,8.9
high,79,7.8
high,69,6.8
high,82,8.8
high,84,8.8
high,60,7
high,79,7.3
high,74,9
high,78,8.9
high,71,7.1
high,67,6
high,81,7.2
high,63,6.8
high,86,7.7
high,68,7.1
high,73,6.4
high,66,6.8
high,81,8.8
high,77,7.2
high,62,7.2
high,67,6.9
high,78,8.1
high,65,6.3
high,65,6.6
high,80,7.7
high,61,7.9
high,58,8.3
high,74,8
high,69,2.9
high,83,7.8
high,88,8.4
high,70,6
high,78,8.7
high,83,6.6
high,92,8.7
high,64,7.1
high,67,7.1
high,76,6.6
high,71,7.4
high,63,7.3
high,71,7.9
high,60,6.9
high,71,7.8
high,88,8
high,70,6.7
high,73,8.6
high,63,6.3
high,74,9
high,60,8.9
high,76,7.4
high,60,6.6
high,47,6
high,82,7.2
high,84,7.8
high,89,9.4
high,60,7.4
high,80,8.4
high,63,9.1
high,77,8.8
high,68,6.7
high,80,6.9
high,54,7.5
high,67,6.6
high,54,6.2
high,60,8
high,64,8
high,68,7.7
high,84,8.4
high,72,7.7
high,60,7
high,50,4
high,74,7.4
high,83,7.4
high,58,7.2
high,79,6.4
high,61,6.6
high,88,7.7
high,81,8.9
high,61,7.9
high,75,7.3
high,67,8.2
high,88,7.7
high,64,5.9
high,57,7.4
high,84,6.8
high,74,7.7
high,74,5.1
high,63,5.7
high,67,7
high,82,7.3
high,81,8
high,91,6.9
high,78,8.8
high,73,6.8
high,88,7.7
high,55,7
high,78,7.7
high,44,6.5
high,60,7.1
high,68,7.6
high,71,7.4
high,32,4
high,82,8.4
high,75,7
high,89,8.3
high,82,5.8
high,62,4.6
high,80,8.4
high,93,9.3
high,89,8.3
high,88,7.7
high,54,5.3
high,78,5.5
high,76,7.2
high,79,8.5
high,90,8.3
high,87,8.5
high,77,7.7
high,78,8.4
high,89,8.2
high,70,6.1
high,71,8
high,75,6
high,71,7.3
high,46,6.8
high,72,9.2
high,86,8
high,48,6.8
high,80,8.6
high,68,8.6
high,67,4.6
high,74,7.8
high,70,7.9
high,88,7.5
high,80,6.1
high,50,6.3
high,48,4.3
high,68,8.4
high,73,4.3
high,82,7
high,72,8.6
high,58,8.8
high,70,6.4
high,56,6
high,73,7.4
high,81,7
high,75,7.6
high,91,9.3
high,72,8.5
high,70,6.9
high,86,8.7
high,71,6.3
high,49,6.8
high,81,8.1
high,84,8.1
high,90,8.6
high,46,3
high,77,6.3
high,70,5.9
high,70,7.1
high,79,5.9
high,64,5.3
high,85,7.3
high,58,5.4
high,71,6
high,62,8.9
high,84,8.7
high,67,7.3
high,75,7.7
high,59,5.9
high,86,7.7
high,45,6
high,43,3.6
high,51,7.8
high,64,7.4
high,88,8.8
high,62,5.9
high,60,5.1
high,72,6
high,68,8.5
high,71,7.6
high,61,6.7
high,77,7.6
high,32,4.6
high,63,8.6
high,52,7.5
high,87,8.6
high,82,8.1
high,43,4.9
high,35,6.8
high,81,8.7
high,90,8.9
high,72,6.6
high,69,6.9
high,72,7.6
high,60,3.6
high,69,6.3
medium,62,8.1
medium,56,5.8
medium,44,2.1
medium,88,7.1
medium,83,8.5
medium,73,5.6
medium,90,8.5
medium,72,5.7
medium,73,7.8
medium,77,6.8
medium,82,8.3
medium,74,4.9
medium,60,7.5
medium,81,9
medium,66,5.9
medium,81,9.6
medium,80,7.8
medium,82,8.7
medium,44,7
medium,48,7.5
medium,58,5.1
medium,67,7.7
medium,77,6.2
medium,58,8
medium,55,6.4
medium,68,5.7
medium,33,3.7
medium,73,8.2
medium,74,6
medium,81,7.3
medium,90,7.8
medium,68,5.1
medium,89,6
medium,38,6.3
medium,74,7.7
medium,73,7.3
medium,70,7.9
medium,83,8.3
medium,84,7.8
medium,86,7.5
medium,84,8.8
medium,77,6.8
medium,42,7.6
medium,85,8.4
medium,71,8.3
medium,78,6.6
medium,71,7.1
medium,91,8.7
medium,77,8.7
medium,52,6.9
medium,78,8.5
medium,79,9
medium,70,8.4
medium,90,8.1
medium,76,8.3
medium,85,5.7
medium,85,8.8
medium,63,7.8
medium,78,8.4
medium,75,6.3
medium,62,6.1
medium,60,7
medium,89,8.2
medium,82,4.9
medium,87,8
medium,87,8.4
medium,45,5.9
medium,73,7.9
medium,88,7.9
medium,91,8
medium,71,7.5
medium,57,9.1
medium,56,5.7
medium,77,8.1
medium,74,5.2
medium,60,7.2
medium,80,7.8
medium,70,8.9
medium,67,6.4
medium,63,7
medium,74,6.3
medium,69,8.2
medium,73,6.9
medium,66,5.3
medium,87,8.3
medium,58,7.7
medium,75,7.5
medium,73,8.6
medium,78,8.2
medium,78,8.1
medium,77,8
medium,62,8
medium,83,8.9
medium,83,8.6
medium,66,8.6
medium,77,8.2
medium,78,7.6
medium,64,6.5
medium,66,7.5
medium,81,8.9
medium,63,8.6
medium,65,6.9
medium,76,7.8
medium,78,7.6
medium,55,8.4
medium,71,7.2
medium,80,8.2
medium,74,8.1
medium,77,7.6
medium,50,5.8
medium,68,7.3
medium,67,7.8
medium,56,8.1
medium,68,7.6
medium,64,7.3
medium,72,5.4
medium,56,6.5
medium,47,7
medium,72,7.5
medium,71,8
medium,91,8.5
medium,81,8.2
medium,72,5.8
medium,77,6.8
medium,75,6.6
medium,58,6.3
medium,59,6.8
medium,77,7.5
medium,75,7.8
medium,76,8.3
medium,88,6.9
medium,78,9.1
medium,68,7.5
medium,83,8.4
medium,84,8.4
medium,47,7
medium,80,8.5
medium,94,9.3
medium,80,7.4
medium,68,6.6
medium,81,5.1
medium,67,7.8
medium,68,6.7
medium,93,8.4
medium,82,8.9
medium,75,7.7
medium,81,6.8
medium,92,8.3
medium,63,7.2
medium,72,8.4
medium,67,6.8
medium,79,9.2
medium,70,7.6
medium,68,6.7
medium,76,7.7
medium,41,4.8
medium,74,8.5
medium,67,6.8
medium,82,7.1
medium,75,8.3
medium,47,5.6
medium,77,8
medium,74,8.5
medium,80,6
medium,77,6.3
medium,70,6.5
medium,80,7.8
medium,82,8.8
medium,66,7
medium,75,8.6
medium,72,7.4
medium,82,7.8
medium,70,8.1
medium,75,5.7
medium,58,7.5
medium,84,8.5
medium,84,8.3
medium,81,7.5
medium,77,7.9
medium,78,8.6
medium,69,7
medium,74,9.2
medium,89,8.4
medium,55,5.8
medium,71,7.3
medium,67,6.6
medium,58,8.6
medium,80,8.6
medium,81,5.9
medium,59,8.6
medium,80,8.9
medium,41,5
medium,83,8.7
medium,58,5.9
medium,46,4.6
medium,81,7.9
medium,78,9.1
medium,62,6.5
medium,83,8.1
medium,85,8.8
medium,78,8.1
medium,75,9.3
medium,78,8.3
medium,51,4.6
medium,87,8.8
medium,58,8.1
medium,82,8.3
medium,78,8.3
medium,78,7.7
medium,62,7.1
medium,70,7.5
medium,69,6.9
medium,82,8.5
medium,89,8.4
medium,72,7
medium,71,8.2
medium,59,6.6
medium,63,6.3
medium,72,8.4
medium,69,7.6
medium,73,7.7
medium,75,8.3
medium,69,7.8
medium,61,6.4
medium,47,5.4
medium,43,3.9
medium,68,7.7
medium,84,8.5
medium,76,7.3
medium,83,7.7
medium,66,8
medium,81,8
medium,66,8.4
medium,76,6.2
medium,77,8
medium,69,8.2
medium,41,4
medium,79,7.8
medium,46,5.2
medium,89,9.1
medium,68,7.2
medium,73,8.5
medium,87,9
medium,68,7.1
medium,73,5.3
medium,86,8.9
medium,79,6.9
medium,90,8.2
medium,56,7.3
medium,76,4.2
medium,71,8.1
medium,75,7.8
medium,61,3.7
medium,65,3.9
medium,68,6.6
medium,82,7.1
medium,81,8.4
medium,78,7.8
medium,79,7.8
medium,74,8.1
medium,68,8.2
medium,73,8
medium,80,7.9
medium,78,7.5
medium,90,8
medium,58,7.9
medium,77,7.9
medium,69,8.1
medium,70,7.5
medium,81,8.8
medium,74,8.2
medium,71,6.1
medium,76,7.3
medium,59,5.5
medium,47,6.3
medium,70,7.7
medium,53,8.4
medium,53,6.4
medium,74,7.8
medium,67,7.4
medium,64,7.5
medium,80,8.4
medium,34,3.6
medium,76,7.6
medium,69,7.4
medium,55,4.8
medium,85,8.2
medium,56,7
medium,78,7.8
medium,82,8.4
medium,62,8.8
medium,74,8.1
medium,75,8.4
medium,62,7.3
medium,76,4.6
medium,80,6.2
medium,56,7.5
medium,70,7.7
medium,71,4.8
medium,73,7
medium,82,8.1
medium,76,7.8
medium,78,8.4
medium,77,5.6
medium,73,8.2
medium,55,7.2
medium,51,7.5
medium,88,8.4
medium,83,8.4
medium,81,7.8
medium,86,7.6
medium,62,6.7
medium,44,7
medium,83,8.4
medium,54,6.9
medium,73,6.5
medium,75,7.7
medium,83,8.7
medium,78,6.6
medium,63,7.1
medium,80,7.3
medium,76,7.3
medium,78,7.8
medium,72,6
medium,81,8.3
medium,88,9.1
medium,59,6.3
medium,83,8.7
medium,66,8.2
medium,68,6.4
medium,65,7.4
medium,89,8.1
medium,65,7.3
medium,68,8.9
medium,80,8.2
medium,80,8.7
medium,67,9
medium,84,8.4
medium,69,7.3
medium,64,7.8
medium,50,7.3
medium,70,8.1
medium,81,8
medium,61,5
medium,75,7.2
medium,83,8.4
medium,54,7
medium,55,5.5
medium,57,5.6
medium,84,6.9
medium,81,7.6
medium,58,7.2
medium,69,7.9
medium,66,7.6
medium,59,6.5
medium,57,5.3
medium,61,7.2
medium,78,8.7
medium,81,7.7
medium,77,8.3
medium,78,6.2
medium,76,8.4
medium,65,6.4
medium,61,5
medium,56,7.3
medium,76,7.7
medium,43,4.4
medium,72,7.6
medium,57,6.4
medium,72,7.7
medium,84,6.1
medium,58,6.3
medium,81,7.4
medium,58,5.7
medium,56,6.1
medium,62,7.8
medium,78,6.5
medium,79,8.6
medium,87,5.6
medium,55,5.5
medium,73,8.1
medium,77,7.7
medium,72,7.5
medium,80,7.9
medium,80,8.1
medium,78,8.2
medium,81,8.2
medium,73,5.9
medium,70,7
medium,72,8.1
medium,82,7.8
medium,82,7.9
medium,80,6
medium,50,5.3
medium,81,5.1
medium,68,7.5
medium,72,6.6
medium,80,9.1
medium,65,6
medium,43,4.1
medium,72,6.3
medium,61,8.7
medium,60,6.9
medium,67,6.5
medium,53,5.3
medium,79,6.4
medium,62,7.1
medium,83,4.4
medium,72,7.6
medium,90,8.8
medium,37,6.3
medium,82,7.6
medium,69,6.2
medium,75,8
medium,84,9
medium,82,8.8
medium,54,7.1
medium,68,7.4
medium,79,7.9
medium,65,7.3
medium,58,8
medium,60,6.5
medium,82,7.9
medium,59,4.3
medium,69,8.5
medium,74,7.4
medium,66,7.5
medium,64,7.1
medium,41,4.2
medium,48,6.8
medium,79,8.9
medium,82,8.1
medium,70,5.6
medium,79,8
medium,46,8.2
medium,75,7.3
medium,54,7.8
medium,70,6.3
medium,79,6.5
medium,85,8.2
medium,62,8.7
medium,71,6.9
medium,81,7.6
medium,76,9.1
medium,74,7.4
medium,69,7.4
medium,70,7
medium,67,6.8
medium,62,5.5
medium,69,7.2
medium,76,7.7
medium,83,8.4
medium,85,8.8
medium,71,8.3
medium,71,7.9
medium,49,5.4
medium,61,6.7
medium,59,4.9
medium,82,7.6
medium,57,6.8
medium,80,7.9
medium,50,3.7
medium,77,8.3
medium,64,6.9
medium,72,4.6
medium,63,6.5
medium,58,8.8
medium,70,8.7
medium,67,6.1
medium,86,8.4
medium,89,8.2
medium,65,9.1
medium,41,4.1
medium,67,7.9
medium,71,7
medium,70,8.7
medium,46,6.8
medium,83,7.5
medium,89,8.9
medium,66,6.9
medium,70,7.2
medium,75,8.4
medium,75,8.3
medium,79,6.7
medium,76,8.7
medium,65,6.8
medium,68,7
medium,69,7.3
medium,69,6.8
medium,76,8.2
medium,69,5.8
medium,71,7.3
medium,82,8.2
medium,86,8.4
medium,53,7.2
medium,77,7.2
medium,72,8.6
medium,80,7.5
medium,56,6.9
medium,74,7.1
medium,80,7.7
medium,38,5
medium,85,7.6
medium,73,7.7
medium,79,8.2
medium,61,7.2
medium,84,8.6
medium,50,4.6
medium,75,7
medium,78,8
medium,70,6.9
medium,70,7.4
medium,70,5.2
medium,89,7.9
medium,47,7.8
medium,78,7.4
medium,64,8.5
medium,58,5.3
medium,69,6.6
medium,84,8.7
medium,74,7.2
medium,78,5.6
medium,80,8.1
medium,56,7.4
medium,80,7.7
medium,88,8.5
medium,80,8.5
medium,50,5.9
medium,73,6.6
medium,85,8.6
medium,68,8
medium,83,7.6
medium,66,8.2
medium,69,8
medium,79,8.3
medium,74,8
medium,81,9.3
medium,86,5.1
medium,59,6.6
medium,55,7.2
medium,65,4
medium,71,7.2
medium,53,6.8
medium,75,8.7
medium,82,8.1
medium,70,2.8
medium,84,7.7
medium,74,7.5
medium,73,8.6
medium,80,7.8
medium,78,5.2
medium,58,8.6
medium,60,6
medium,73,8.6
medium,58,5
medium,65,7
medium,72,8.2
medium,88,8.5
medium,74,6.8
medium,80,7.8
medium,68,8.4
medium,43,5.3
medium,88,8.8
medium,51,3.6
medium,73,7.5
medium,43,5.5
medium,76,8.1
medium,62,7.4
medium,74,7.1
medium,81,6.8
medium,77,8.4
medium,45,7
medium,81,8
medium,51,8.1
medium,81,8.6
medium,74,6.2
medium,64,8.7
medium,68,8.8
medium,71,7.8
medium,74,8.2
medium,82,7.9
medium,47,6
medium,77,7.1
medium,71,8.8
medium,57,6.8
medium,89,8.5
medium,66,7.8
medium,64,6.9
medium,76,8
medium,90,8.2
medium,53,5.2
medium,46,6.7
medium,70,6.6
medium,56,6.5
medium,68,4.4
medium,74,4.4
medium,54,5.4
medium,74,6.7
medium,79,8.9
medium,65,8.2
medium,39,4.9
medium,81,5.8
medium,84,6.9
medium,64,3.1
medium,91,7.8
medium,78,7.5
medium,69,6.9
medium,73,8
medium,70,6.7
medium,88,8.5
medium,55,7.7
medium,64,7.2
medium,79,7.2
medium,47,7.5
medium,70,8.1
medium,71,5.9
medium,72,8
medium,71,8.7
medium,61,7
medium,80,7.6
medium,84,7.3
medium,78,7.1
medium,45,5.8
medium,59,7
medium,76,8.2
medium,70,1.7
medium,80,8.2
medium,65,6.8
medium,75,8.5
medium,70,7.5
medium,75,7.6
medium,77,8
medium,76,8.2
medium,76,8.1
medium,75,6.8
medium,74,6.8
medium,84,8.4
medium,58,6.2
medium,54,7
medium,76,8.8
medium,66,7.9
medium,46,4.5
medium,77,8.9
medium,46,4.4
medium,82,8.9
medium,75,5.5
medium,65,8.7
medium,81,8.2
medium,70,5.9
medium,76,6
medium,74,6.6
medium,70,7.9
medium,69,8.7
medium,80,7.8
medium,70,6.8
medium,52,7.5
medium,81,7.9
medium,80,6.9
medium,77,7.7
medium,55,7.1
medium,61,2.8
medium,59,3.2
medium,76,6.3
medium,62,4.1
medium,63,4.8
medium,81,6.9
medium,58,5.7
medium,73,7.6
medium,84,8.2
medium,75,8.8
medium,69,8.5
medium,50,7.6
medium,59,7.1
medium,75,6.4
medium,75,6.6
medium,56,6
medium,77,7.3
medium,84,8.5
medium,69,7.6
medium,66,7.5
medium,87,8
medium,50,5
medium,74,8.1
medium,62,8.8
medium,68,8.6
medium,43,5.6
medium,43,7.1
medium,51,4.7
medium,79,8.5
medium,77,8.6
medium,72,6.8
medium,93,9
medium,73,7.8
medium,59,5.7
medium,76,8.3
medium,67,7
medium,85,8.6
medium,78,8.5
medium,71,7.4
medium,61,5.7
medium,51,5
medium,66,4.3
medium,81,9
medium,77,8.1
medium,73,7.3
medium,71,6.5
medium,80,8.3
medium,81,8.5
medium,76,7.5
medium,67,7.4
medium,61,7.1
medium,73,8.3
medium,55,6
medium,76,8.8
medium,57,7.2
medium,85,8.3
medium,71,8.5
medium,66,8.5
medium,77,8.3
medium,57,3.1
medium,36,6.4
medium,77,7.4
medium,66,6.7
medium,61,7.6
medium,84,8.8
medium,71,6.3
medium,69,7
medium,65,7.3
medium,38,2.8
medium,72,7.3
medium,70,7.3
medium,71,5.7
medium,87,8.6
medium,75,7
medium,49,5.3
medium,77,8.2
medium,63,7.2
medium,92,8.7
medium,44,5.3
medium,79,7.6
medium,66,7.6
medium,72,8
medium,63,7.3
medium,79,5.2
medium,41,5.2
medium,43,6.3
medium,62,8.4
medium,67,8.8
medium,64,6.1
medium,82,8.1
medium,79,7.3
medium,80,7.5
medium,68,8
medium,58,7.5
medium,82,8.7
medium,90,9
medium,66,7.5
medium,84,7.2
medium,72,5.8
medium,70,7.6
medium,61,7.7
medium,75,7.6
medium,68,5.4
medium,65,6
medium,71,7
medium,53,8.3
medium,71,6.3
medium,71,6.9
medium,82,8.7
medium,33,6.2
medium,86,8.3
medium,38,3.9
medium,78,7.6
medium,78,8.2
medium,51,4.6
medium,72,8.4
medium,77,7.9
medium,70,8.3
medium,74,7.8
medium,65,7.4
medium,78,6.3
medium,52,5.4
medium,60,5.1
medium,70,8.5
medium,78,7.8
medium,83,8.7
medium,60,8.8
medium,84,7.6
medium,68,6.5
medium,50,6
medium,49,7.4
medium,83,9
medium,79,8.9
medium,53,8.2
medium,73,5.8
medium,70,6.3
medium,70,8.1
medium,56,5.8
medium,70,6.3
medium,61,6.6
medium,78,7
medium,75,8.6
medium,73,6.7
medium,77,7.1
medium,68,7
medium,80,6.9
medium,82,6.6
medium,72,5.8
medium,28,4.1
medium,54,3.5
medium,66,3.9
medium,80,7.4
medium,66,7.8
medium,51,7
medium,84,7.9
medium,66,6.4
medium,55,5.9
medium,62,8.3
medium,77,6.9
medium,70,6.3
medium,75,6.7
medium,74,3.8
medium,85,8.2
medium,65,7.4
medium,84,8.5
medium,83,8.2
medium,51,5.5
medium,80,7.3
medium,85,8.7
medium,66,7.1
medium,68,6.8
medium,73,7.8
medium,72,5.9
medium,85,8.1
medium,73,7.4
medium,59,7.7
medium,73,7.7
medium,68,7.9
medium,56,2.7
medium,52,7.6
medium,62,7.5
medium,81,9
medium,79,8.5
medium,79,8.3
medium,55,5.7
medium,73,7.4
medium,81,7.5
medium,71,8
medium,75,7.9
medium,82,8.8
medium,67,8.3
medium,48,7.9
medium,87,8.6
medium,58,7.8
medium,85,8.7
medium,76,8.8
medium,69,7.4
medium,59,6.4
medium,68,6.3
medium,83,8.1
medium,53,6
medium,50,7
medium,73,7.9
medium,71,7.4
medium,77,8.5
medium,60,7.1
medium,72,9.3
medium,70,8.5
medium,86,8.5
medium,84,8.7
medium,49,6.2
medium,63,7.1
medium,54,6.3
medium,81,7.5
medium,80,8.4
medium,73,6.8
medium,91,8.9
medium,59,8.7
medium,76,7.6
medium,60,5.9
medium,57,4.8
medium,72,8.2
medium,83,7.7
medium,53,5.5
medium,77,7.2
