Global_Sales,Critic_Score,User_Score
medium,45,5.3
medium,31,2.7
medium,49,5.4
medium,81,8.7
medium,69,7.5
medium,76,7.6
medium,77,6.2
medium,85,8.4
medium,69,6.9
medium,63,8.3
medium,81,9.1
medium,59,6
medium,73,7.2
medium,79,6.8
medium,71,8.6
medium,56,5.3
medium,83,8.4
medium,48,3.8
medium,85,7.1
medium,66,7.8
medium,39,5.8
medium,67,8.2
medium,80,8.4
medium,65,6.6
medium,79,7
medium,59,6.9
medium,48,5
medium,87,8.7
medium,27,4.8
medium,70,6.9
medium,68,5.6
medium,71,5.1
medium,85,8.7
medium,69,4.7
medium,63,6.6
medium,83,9.1
medium,81,8.9
medium,77,7.5
medium,59,7.8
medium,60,6.4
medium,86,8.9
medium,83,8.5
medium,35,4.1
medium,81,7.9
medium,85,6.7
medium,69,6.3
medium,62,9.1
medium,69,3.4
medium,57,5.6
medium,89,8.5
medium,74,5.2
medium,75,7.2
medium,73,8.7
medium,83,7.5
medium,73,6.6
medium,77,9.1
medium,61,5.8
medium,65,8.6
medium,75,7.6
medium,72,8.3
medium,78,8.8
medium,75,7.1
medium,65,8.1
medium,45,4.3
medium,80,8
medium,70,6.5
medium,91,7.9
medium,67,7.6
medium,54,6.7
medium,69,7.3
medium,56,7.3
medium,69,7.2
medium,60,6.3
medium,75,8.6
medium,59,7.2
medium,85,7.3
medium,77,7.9
medium,47,6.8
medium,79,8.1
medium,62,7
medium,60,6.2
medium,82,8.7
medium,52,6.5
medium,75,7.1
medium,69,6.8
medium,61,6.6
medium,58,5.3
medium,75,8.2
medium,66,6
medium,88,7.7
medium,77,8.3
medium,72,8.1
medium,78,5.8
medium,78,8.6
medium,75,7.8
medium,87,8.2
medium,44,5.4
medium,64,6.4
medium,51,5.8
medium,69,7.7
medium,65,8.3
medium,91,9.1
medium,84,7.6
medium,79,8.2
medium,63,6.2
medium,68,6.8
medium,62,7.6
medium,77,8.4
medium,52,6
medium,59,6.7
medium,70,6.2
medium,80,8
medium,79,7.5
medium,74,8.6
medium,83,9
medium,59,9
medium,86,8.2
medium,78,8.6
medium,60,5.4
medium,84,6.4
medium,69,7.6
medium,75,8.5
medium,61,6.6
medium,84,8.9
medium,66,8.8
medium,74,7.7
medium,47,6.6
medium,83,8.4
medium,62,7.7
medium,55,7.8
medium,74,8.1
medium,66,7.1
medium,70,8.3
medium,72,8.2
medium,26,3.7
medium,71,5.7
medium,45,5.8
medium,60,7.6
medium,65,8.2
medium,41,4.6
medium,69,7.8
medium,76,7.4
medium,75,7.4
medium,75,6.3
medium,80,8.5
medium,66,6.1
medium,44,5.6
medium,77,8.3
medium,66,5.8
medium,89,8.9
medium,50,5.2
medium,72,7.4
medium,68,7.3
medium,72,7.1
medium,67,7.2
medium,79,7.9
medium,82,9.3
medium,76,7.9
medium,85,6.9
medium,75,7.2
medium,74,8.8
medium,67,7.6
medium,74,8.4
medium,75,7.2
medium,73,7
medium,43,5.7
medium,79,8.4
medium,58,7.5
medium,63,6.9
medium,85,7.8
medium,67,6.3
medium,55,5.7
medium,59,8.5
medium,70,4.8
medium,76,7.7
medium,82,7.8
medium,49,6
medium,68,8
medium,78,8.3
medium,79,7.3
medium,70,7.5
medium,75,8.2
medium,59,6.9
medium,79,7.6
medium,87,7.9
medium,72,8.6
medium,74,8.8
medium,63,6.9
medium,82,8
medium,58,8.7
medium,81,7.9
medium,63,7.4
medium,72,8.7
medium,52,7.2
medium,87,6.4
medium,53,5.5
medium,63,6.6
medium,82,8.2
medium,71,8.8
medium,80,9.3
medium,65,6.3
medium,50,5.6
medium,61,5.6
medium,72,7.6
medium,85,8.7
medium,77,7.5
medium,70,8.9
medium,77,8
medium,64,6.8
medium,58,8.1
medium,70,6.6
medium,72,7.8
medium,59,7.9
medium,73,8.4
medium,58,8.1
medium,61,7.7
medium,82,7.9
medium,73,7.3
medium,49,4.8
medium,78,6.6
medium,68,7.4
medium,79,8.8
medium,32,3.6
medium,82,8.6
medium,62,7.2
medium,66,7
medium,76,7.1
medium,26,3.8
medium,85,8.6
medium,65,3.6
medium,81,3.3
medium,59,6
medium,69,8.1
medium,79,8.3
medium,81,6.8
medium,41,1.7
medium,81,9
medium,67,5.6
medium,73,8
medium,58,2.1
medium,71,7.4
medium,73,6
medium,74,7.4
medium,78,8.9
medium,82,6.9
medium,73,8.5
medium,52,6.5
medium,49,6.1
medium,58,6
medium,32,2.4
medium,66,7.2
medium,54,5.3
medium,59,7.8
medium,54,5.8
medium,73,6.2
medium,73,7.8
medium,62,7.3
medium,76,8.3
medium,27,8.9
medium,83,8.4
medium,72,7.5
medium,66,4.5
medium,62,4.1
medium,83,8.3
medium,68,6.8
medium,65,8.2
medium,36,3.8
medium,61,8.5
medium,81,8.5
medium,75,7.3
medium,62,8.2
medium,77,8.2
medium,53,5.5
medium,69,7
medium,77,8.9
medium,79,6.6
medium,48,5.9
medium,63,5.8
medium,61,7.5
medium,90,8.2
medium,46,7.3
medium,74,5.3
medium,77,7.9
medium,73,8.6
medium,62,5.3
medium,76,8.9
medium,60,7.4
medium,73,7.5
medium,65,7.7
medium,55,6.1
medium,74,8
medium,68,8
medium,49,7
medium,77,9.5
medium,56,8.4
medium,72,7
medium,76,7
medium,52,7.4
medium,48,4.4
medium,70,6.5
medium,85,9
medium,70,7.3
medium,68,6.8
medium,71,8.6
medium,72,8.7
medium,60,6.3
medium,57,5.8
medium,74,8
medium,77,8.2
medium,74,5.4
medium,72,6.9
medium,67,5.2
medium,73,8.4
medium,66,7.7
medium,87,9
medium,69,7.3
medium,61,6.8
medium,64,5.6
medium,60,7.6
medium,58,6
medium,87,8.8
medium,64,7.3
medium,67,8.3
medium,60,5.4
medium,72,8.1
medium,60,5.7
medium,72,6.6
medium,61,7.1
medium,68,8.5
medium,82,8.2
medium,58,7.3
medium,74,8.2
medium,69,8
medium,69,8.8
medium,76,8.4
medium,70,7.7
medium,70,8.1
medium,84,8.2
medium,76,6
medium,77,8
medium,77,7.8
medium,65,7.4
medium,68,3.7
medium,71,7.2
medium,68,8.5
medium,43,6.8
medium,47,6.3
medium,30,5.1
medium,83,8.4
medium,81,7.3
medium,79,8.1
medium,45,5.5
medium,49,3.6
medium,76,5.4
medium,71,6.2
medium,80,8.1
medium,65,8.8
medium,76,8.6
medium,56,7.5
medium,75,8.1
medium,84,8.9
medium,61,6.5
medium,59,5.2
medium,80,9
medium,72,7.9
medium,86,7.7
medium,72,5.7
medium,76,8.1
medium,48,8.3
medium,69,8.2
medium,85,8.2
medium,73,8.8
medium,72,8.5
medium,69,6.9
medium,58,8
medium,66,6.2
medium,40,4.8
medium,73,8.4
medium,58,7.5
medium,92,8.4
medium,90,8.5
medium,76,8.4
medium,61,4.8
medium,58,7.9
medium,59,7.4
medium,71,7
medium,56,7.6
medium,85,8.2
medium,68,8.5
medium,57,6.7
medium,58,6.6
medium,52,8
medium,69,6.1
medium,59,6.7
medium,56,7
medium,69,7.3
medium,70,7.8
medium,64,7.8
medium,82,7.2
medium,69,6.9
medium,76,8.3
medium,46,4.7
medium,50,5.2
medium,84,8.6
medium,60,5.9
medium,71,7.5
medium,76,8.9
medium,78,7.5
medium,56,6.7
medium,80,7.8
medium,70,7.5
medium,84,8.3
medium,71,7.1
medium,57,5.8
medium,82,8.4
medium,70,7.3
medium,66,6.6
medium,66,7.1
medium,61,6.5
medium,65,4.9
medium,55,3.9
medium,89,7.6
medium,55,7.5
medium,59,5.6
medium,71,7.3
medium,60,7.8
medium,65,7.7
medium,56,5.8
medium,91,9.1
medium,57,7
medium,80,8.7
medium,58,6.7
medium,74,7.2
medium,75,8.3
medium,65,6.5
medium,59,4.7
medium,71,6.4
medium,78,8.1
medium,79,8.7
medium,78,5.8
medium,51,6
medium,64,3.6
medium,67,8.1
medium,38,5.1
medium,72,7.5
medium,41,5.4
medium,61,7.2
medium,81,8.5
medium,41,5.9
medium,65,8.6
medium,81,7.8
medium,87,9.1
medium,71,7.1
medium,64,5.7
medium,60,5.4
medium,79,5.3
medium,73,7.5
medium,67,8.4
medium,79,5.9
medium,70,8.5
medium,60,4.3
medium,76,6.8
medium,89,8.8
medium,69,6.8
medium,69,6.6
medium,75,8.3
medium,62,3.7
medium,61,8
medium,41,6.5
medium,71,6.4
medium,75,7.5
medium,62,5.8
medium,62,6.6
medium,77,6
medium,68,6.8
medium,77,8.1
medium,42,6.6
medium,56,7
medium,69,7.6
medium,79,8.4
medium,75,8.9
medium,78,7.9
medium,52,8.3
medium,78,7
medium,66,8.3
medium,41,7.4
medium,63,6.3
medium,47,5.7
medium,59,6.7
medium,45,6.1
medium,69,7.3
medium,87,8.2
medium,46,8.4
medium,40,6.4
medium,75,6.8
medium,46,7
medium,89,8.2
medium,73,8.5
medium,53,7.3
medium,55,6.4
medium,90,8.5
medium,87,5.6
medium,76,7.4
medium,51,6.2
medium,84,8.8
medium,81,8.1
medium,56,7.5
medium,82,8.9
medium,55,6.8
medium,68,8.2
medium,50,6.6
medium,59,5.7
medium,63,8.6
medium,80,8.2
medium,83,7.2
medium,64,7.8
medium,70,6.6
medium,63,3.5
medium,61,4.5
medium,68,5.5
medium,73,7.1
medium,59,9
medium,81,5.8
medium,78,6.9
medium,66,8.9
medium,59,7.9
medium,73,8.7
medium,44,6.7
medium,77,8.4
medium,67,7.9
medium,67,8.4
medium,77,8.6
medium,88,9.1
medium,64,6.9
medium,70,6.6
medium,68,6.8
medium,78,9
medium,75,7.4
medium,53,6.6
medium,74,8.4
medium,54,6.2
medium,80,8.5
medium,78,6.5
medium,71,8.4
medium,47,7.1
medium,80,7.5
medium,58,7.6
medium,79,8.1
medium,77,8.1
medium,58,7.8
medium,46,3.6
medium,87,8.2
medium,73,6
medium,63,8.6
medium,77,7.9
medium,68,7.7
medium,73,8.4
medium,84,7.4
medium,77,8.8
medium,79,7.9
medium,56,8.6
medium,74,7.2
medium,46,4.6
medium,69,7.8
medium,65,7.5
medium,52,5.2
medium,80,7.7
medium,64,5.6
medium,77,7.3
medium,86,6.9
medium,67,7.1
medium,71,6.4
medium,93,8.7
medium,30,6.3
medium,53,6.7
medium,59,7.1
medium,57,6.2
medium,73,8
medium,85,8.2
medium,83,8.5
medium,42,3.8
medium,79,8.4
medium,53,7.4
medium,74,8.3
medium,65,6.5
medium,64,6.6
medium,78,7.3
medium,65,6.1
medium,78,8.6
medium,38,6.8
medium,75,7.1
medium,63,6.9
medium,69,6.7
medium,87,8.7
medium,57,6.2
medium,63,7.8
medium,70,7.5
medium,56,6.4
medium,64,7.4
medium,57,7.1
medium,57,6.8
medium,43,5.4
medium,70,7.4
medium,89,6.6
medium,51,7.5
medium,65,7.2
medium,59,6.1
medium,50,6.8
medium,53,6.1
medium,83,7.1
medium,74,4.7
medium,77,8
medium,80,7.7
medium,56,4.9
medium,39,5
medium,58,4.4
medium,63,6.3
medium,64,5.3
medium,43,8
medium,79,8.7
medium,51,8.6
medium,80,7.1
medium,73,8.8
medium,78,6.2
medium,57,6.5
medium,68,6.4
medium,48,7.3
medium,80,7.9
medium,76,5.5
medium,63,4.8
medium,63,7.6
medium,76,8.1
medium,71,7.8
medium,84,9.1
medium,83,8.6
medium,70,5
medium,42,5.5
medium,53,8.6
medium,56,6.9
medium,67,7.4
medium,64,4.2
medium,88,5.1
medium,78,7.7
medium,75,8
medium,80,7.7
medium,42,6.2
medium,58,8
medium,52,8.5
medium,51,6.1
medium,60,5.3
medium,68,7.1
medium,71,6.5
medium,75,7.4
medium,83,8
medium,77,4
medium,60,5.2
medium,64,5.4
medium,77,7.7
medium,53,6.3
medium,63,6.1
medium,77,7.9
medium,73,6.2
medium,70,7
medium,59,6.2
medium,68,7.1
medium,71,7.4
medium,53,5.2
medium,62,8.2
medium,87,8.3
medium,46,3.9
medium,75,7.7
medium,49,5.7
medium,85,9.1
medium,50,4.8
medium,57,7.9
medium,67,6.6
medium,63,7.8
medium,59,7.3
medium,65,7.4
medium,77,8.4
medium,43,2.7
medium,42,4.7
medium,53,5.5
medium,69,6.8
medium,51,5.4
medium,47,5
medium,80,4.3
medium,46,7.5
medium,65,6.2
medium,61,5.4
medium,56,8.2
medium,74,8.1
medium,62,6.4
medium,73,8.4
medium,63,8.2
medium,62,7.5
medium,76,7
medium,77,8.1
medium,66,6.5
medium,59,5.6
medium,85,9.1
medium,79,9.1
medium,68,5.8
medium,63,7.9
medium,68,6
medium,56,6.2
medium,85,8.8
medium,73,9.1
medium,64,7.5
medium,35,3.4
medium,47,7.2
medium,72,6.5
medium,88,7.5
medium,70,6.2
medium,90,7
medium,75,6.4
medium,84,8
medium,61,7.8
medium,69,6.2
medium,52,7.2
medium,58,7.8
medium,73,8.8
medium,27,5.1
medium,58,6.8
medium,81,8.6
medium,57,5
medium,66,7.7
medium,73,5.2
medium,59,5.7
medium,70,5.8
medium,57,5.6
medium,66,5.2
medium,74,8.3
medium,55,6.3
medium,74,6.8
medium,59,5.5
medium,82,8.2
medium,61,6.5
medium,82,7.8
medium,87,7.1
medium,71,7.4
medium,86,9
medium,71,8.4
medium,75,6.7
medium,77,7.5
medium,58,6.2
medium,73,8.5
medium,73,8.1
medium,87,8.2
medium,79,8.1
medium,55,7.9
medium,79,8.5
medium,79,6.7
medium,39,4.3
medium,63,4.9
medium,50,5.4
medium,62,7.3
medium,62,5.9
medium,59,6.7
medium,61,9.2
medium,64,7.9
medium,64,4.1
medium,51,7
medium,74,8.4
medium,72,7.8
medium,60,7.3
medium,58,7
medium,75,8.5
medium,78,5.4
medium,79,8.8
medium,77,7.8
medium,42,3.1
medium,58,7.2
medium,66,7
medium,54,6.1
medium,61,8
medium,61,5.6
medium,50,6.3
medium,77,9
medium,72,7.8
medium,68,7.6
medium,73,7.7
medium,69,7.3
medium,76,7
medium,47,5.2
medium,80,7.9
medium,70,5.4
medium,67,8.5
medium,61,8
medium,77,8.8
medium,81,7.8
medium,56,5.6
medium,19,4.3
medium,58,7
medium,53,5.8
medium,58,7
medium,66,7
medium,82,7.9
medium,49,5.6
medium,88,6.8
medium,69,8.3
medium,51,5.9
medium,67,7.8
medium,70,5.6
medium,78,8
medium,71,6.7
medium,60,7.9
medium,61,8.3
medium,61,6.8
medium,58,6.8
medium,72,5.4
medium,82,8.2
medium,60,7.1
medium,75,6.6
medium,72,8.8
medium,62,7.3
medium,61,6
medium,53,7.4
medium,70,7.8
medium,69,5
medium,63,6.2
medium,49,6
medium,47,2
medium,80,8
medium,43,4
medium,52,6.8
medium,63,8
medium,57,6.9
medium,66,8
medium,68,7.2
medium,82,8.2
medium,46,5.6
medium,76,8.6
medium,61,6.5
medium,56,8.5
medium,47,7.4
medium,69,7.7
medium,68,6.7
medium,76,7.5
medium,83,7.5
medium,25,3.8
medium,70,7
medium,60,8.6
medium,65,7.1
medium,67,7.7
medium,84,8.7
medium,85,7.7
medium,76,6.2
medium,84,7.2
medium,63,5.2
medium,71,6.4
medium,92,8.8
medium,73,7.5
medium,74,7
medium,68,7.6
medium,70,6.5
medium,26,4
medium,63,5.8
medium,75,8.1
medium,74,8.1
medium,83,7.8
medium,76,8.3
medium,78,8.2
medium,83,7.8
medium,65,8.4
medium,79,7
medium,60,6.4
medium,83,8.4
medium,67,7.6
medium,78,6.9
medium,63,8
medium,69,7.4
medium,80,8.7
medium,61,5
medium,43,4.8
medium,74,7
medium,37,6.4
medium,67,7.3
medium,81,8.9
medium,64,5.3
medium,85,8.2
medium,69,4.1
medium,38,2.9
medium,65,7.1
medium,53,6.8
medium,88,8.2
medium,55,6.8
medium,71,7.6
medium,74,7.1
medium,64,7.9
medium,76,8
medium,78,8.3
medium,40,4.7
medium,81,7.7
medium,28,2.4
medium,77,7.1
medium,53,6.6
medium,67,7.1
medium,68,8.6
medium,68,8.5
medium,80,7.9
medium,78,7.4
medium,89,7.8
medium,82,7.9
medium,82,7.8
medium,32,1.5
medium,79,6.6
medium,68,8.5
medium,54,5.5
medium,69,6.5
medium,61,7
medium,58,6.4
medium,55,6.9
medium,70,7.8
medium,61,5.5
medium,40,7.8
medium,57,4.8
medium,72,7.4
medium,71,8.2
medium,33,5.1
medium,68,8.6
medium,76,7.2
medium,52,5.7
medium,69,8.5
medium,87,5.3
medium,72,2.8
medium,67,8.5
medium,51,5.3
medium,62,6.8
medium,79,7.8
medium,63,7.3
medium,70,8.9
medium,70,7.5
medium,64,5.9
medium,75,7.6
medium,53,7.5
medium,57,6.2
medium,82,9.2
medium,72,7.2
medium,90,7.6
medium,67,7.6
medium,72,6.3
medium,52,7
medium,53,5.8
medium,51,5.3
medium,36,3.1
medium,36,3.7
medium,63,7.2
medium,73,7.3
medium,68,4.5
medium,87,8.2
medium,57,4.8
medium,65,7.3
medium,62,6.6
medium,82,9
medium,43,6.4
medium,75,9
medium,72,6
medium,68,7
medium,40,7.4
medium,86,7.7
medium,60,7.1
medium,64,5.9
medium,65,6.7
medium,58,6.1
medium,71,8.8
medium,66,6.1
medium,74,7.1
medium,53,7
medium,75,8.8
medium,71,7
medium,78,8
medium,63,7
medium,76,8.2
medium,77,8.1
medium,71,6.8
medium,50,5.6
medium,65,6.1
medium,59,7.5
medium,65,7.1
medium,80,7.9
medium,59,8
medium,78,6.6
medium,58,7.2
medium,85,7.9
medium,83,8.3
medium,53,7.4
medium,47,8.8
medium,73,7.5
medium,55,8.1
medium,51,2.1
medium,65,6.8
medium,76,7.9
medium,57,4
medium,70,8.2
medium,57,8
medium,63,7.8
medium,59,4.3
medium,58,6.5
medium,67,9.2
medium,75,8.5
medium,58,7.5
medium,68,4.4
medium,51,6.3
medium,76,8.9
medium,70,7.4
medium,81,8.8
medium,65,2.4
medium,69,7.3
medium,72,7.3
medium,61,7.3
medium,74,7.9
medium,57,6
medium,49,7
medium,53,5.9
medium,71,8.4
medium,63,5.9
medium,78,6.9
medium,71,7.6
medium,60,7.1
medium,49,2.6
medium,69,6.9
medium,52,4.9
medium,62,8.3
medium,74,7.9
medium,66,6.5
medium,56,6.4
medium,23,3
medium,66,8.4
medium,57,4.5
medium,60,7.5
medium,79,8.9
medium,82,7.1
medium,65,6
medium,43,5.3
medium,81,8.5
medium,84,6.1
medium,83,9
medium,63,7.5
medium,79,9
medium,64,6
medium,72,8.4
medium,74,8.1
medium,69,5.6
medium,64,7.8
medium,68,7
medium,61,4.4
medium,54,6.3
medium,73,7
medium,79,7.8
medium,62,8.5
medium,70,8.1
medium,82,7.9
medium,70,8.4
medium,61,7.3
medium,68,8.5
medium,65,8.6
medium,76,8.5
medium,58,8
medium,72,7.2
medium,80,7.5
medium,62,7.6
medium,67,8.8
medium,68,8
medium,47,4.1
medium,60,6.4
medium,72,7.6
medium,55,6.8
medium,78,7.5
medium,67,8.5
medium,61,6.5
medium,51,3.1
medium,74,8
medium,67,7.3
medium,59,5.6
medium,79,9.1
medium,59,6.8
medium,82,8.2
medium,68,8.1
medium,55,7.3
medium,76,9
medium,68,8.2
medium,74,5.3
medium,69,7.5
medium,74,7
medium,44,7
medium,79,8.5
medium,55,4.2
medium,81,6.8
medium,62,6.3
medium,69,7.7
medium,74,8.3
medium,65,6.4
medium,77,8.5
medium,65,7.4
medium,76,8.4
low,36,4.4
low,64,6.4
low,51,7.5
low,71,8.2
low,69,7.8
low,73,8.6
low,72,8.9
low,68,8.5
low,39,3.3
low,72,7.8
low,51,2.8
low,58,8.3
low,64,5.5
low,86,8.8
low,82,7.5
low,61,7.8
low,61,7.1
low,84,8.9
low,76,7.7
low,39,5.6
low,48,4.3
low,74,7.1
low,73,6.2
low,71,6.9
low,54,4.7
low,44,5.4
low,72,8.7
low,59,7.8
low,69,7
low,54,7.6
low,73,6.4
low,39,4.4
low,34,7
low,64,8.3
low,70,6.6
low,35,5.9
low,69,7.1
low,59,8.6
low,65,7.5
low,65,8.3
low,75,6.8
low,84,7.8
low,56,7.5
low,49,5.5
low,57,8.1
low,63,7.6
low,71,5.1
low,51,5.3
low,38,7.9
low,58,4.4
low,52,5.7
low,75,7.5
low,79,8.1
low,76,8.3
low,67,6.8
low,70,7.5
low,62,7.2
low,67,8
low,68,5.3
low,62,7.6
low,73,8
low,82,7.3
low,51,7.6
low,48,8.1
low,59,8.9
low,38,6
low,81,7.1
low,67,9
low,68,9.1
low,38,3
low,75,6.3
low,56,8.3
low,54,7.7
low,67,7.6
low,81,6.9
low,51,7
low,65,7.8
low,85,6.5
low,56,7.1
low,44,1.7
low,53,7.3
low,59,6.1
low,58,7.8
low,38,5.6
low,75,8
low,78,8.3
low,73,7
low,54,4.6
low,63,7.9
low,49,4.5
low,31,4.4
low,61,4
low,73,7.4
low,72,7
low,71,8.2
low,66,9.1
low,72,7.8
low,82,8.7
low,74,7.6
low,82,8.8
low,80,8.3
low,69,6.7
low,58,7
low,73,8.5
low,51,5.3
low,84,7.9
low,52,6.1
low,69,6.3
low,69,7.2
low,68,8.7
low,65,5.9
low,53,6.1
low,71,7.9
low,56,5.6
low,75,6.8
low,72,8.6
low,60,6.4
low,82,7.3
low,68,6.1
low,79,7.4
low,61,6.9
low,77,7.4
low,70,6.6
low,48,6.5
low,58,6
low,57,9.2
low,71,5.8
low,83,7.2
low,63,7.7
low,53,3.8
low,71,9.1
low,47,6.1
low,69,5.7
low,46,6.9
low,63,6.6
low,48,8.1
low,35,1.2
low,68,8
low,73,7.9
low,58,6.5
low,51,6.2
low,73,8.3
low,56,6
low,73,7.3
low,67,6.3
low,72,8.3
low,49,5.2
low,49,5.7
low,42,4.8
low,53,6
low,49,7.6
low,68,7
low,50,5
low,54,8.9
low,42,5
low,73,7.6
low,45,5
low,72,6
low,57,6
low,76,6.6
low,72,7.9
low,65,5.1
low,61,6.7
low,41,7.2
low,40,4.2
low,72,7
low,77,6
low,57,8
low,62,6.4
low,77,8.2
low,71,8.2
low,61,5.1
low,65,8.7
low,74,7.5
low,75,7.8
low,71,4.9
low,64,6.2
low,61,7.5
low,68,9
low,83,8.5
low,66,8.2
low,25,2.5
low,42,4.1
low,69,8.9
low,72,4.4
low,59,6.8
low,77,6.6
low,49,5.8
low,59,7.7
low,53,6.1
low,49,5.9
low,70,6.4
low,76,8.2
low,72,6.8
low,66,3.7
low,75,7
low,45,7.4
low,66,7.7
low,83,8.9
low,37,3.5
low,73,2.8
low,81,9.2
low,51,7
low,68,7.6
low,75,8.8
low,71,8.1
low,83,9
low,51,5.2
low,67,6.3
low,77,8.1
low,77,7.2
low,62,5.8
low,52,7.1
low,55,7.8
low,74,7.3
low,57,5.3
low,74,8.1
low,75,8.7
low,61,5.2
low,63,7.6
low,70,6.3
low,50,5.7
low,58,3.1
low,53,6.9
low,69,6.5
low,73,7.5
low,64,7.8
low,62,7
low,84,8.3
low,77,8.5
low,77,8.6
low,38,2.9
low,77,7.8
low,74,8.3
low,67,7.8
low,61,5.3
low,32,4.8
low,72,7.1
low,67,7.8
low,77,6.2
low,77,8.1
low,66,6.8
low,64,7.8
low,63,8
low,60,3.6
low,68,6.8
low,44,7.2
low,62,6.8
low,59,7.3
low,60,5
